dgp199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.071468431,8.120975197,8.167976083,8.210042836,8.268270187,8.320253306,8.366021404,8.40601579,8.426239508,8.425077903,8.419668562,8.443482064,8.461151801,8.47211214,8.488649674,8.518392472,8.547780591,8.575952545,8.61600632,9.294528322,9.243364038,9.157370234,9.100850974,9.09656492,9.099920784,9.10295002,9.083349449,9.043429459,8.893492642,8.862790336,8.892004342,8.918561028,8.928850201,8.945549833,8.957392467,8.950684104,8.954124666,8.980350521,4.801115187,4.748361026,4.697521447,4.671388545,4.683999851,4.726794723,4.734565537,4.766336201,4.677723379,4.445048381,4.513000071,4.573545351,4.605170186,4.638479229,4.679358869,4.672370786,4.647827296,4.666669719,4.701270962,6.659312353,6.68418724,6.709548213,6.779126136,6.858670071,6.912643313,6.955878554,7.002792694,6.943508449,6.880384082,6.93468928,6.984438504,7.042460982,7.101758341,7.171349556,7.243370005,7.302631186,7.369222577,7.429936187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
