"","Country1","Country2","Period","pi_value","year"
"1553",23,22,2,0.000209540338273855,2001
"1554",24,22,2,0.000104241237493615,2001
"1555",25,22,2,0.0002793889770465,2001
"1556",26,22,2,0.000200085316839785,2001
"1557",27,22,2,0.00172449878498671,2001
"1558",28,22,2,0.000163230701598346,2001
"1559",29,22,2,0.000135091519967745,2001
"1560",30,22,2,0.00197297795827479,2001
"1561",1,23,2,1.94622917815772e-05,2001
"1562",2,23,2,0.0015208490336766,2001
"1563",3,23,2,1.81481334833971e-05,2001
"1564",4,23,2,7.2447401205409e-05,2001
"1565",5,23,2,0.000376900967509083,2001
"1566",6,23,2,0.000358038200643063,2001
"1567",7,23,2,0.000860176230095119,2001
"1568",8,23,2,0.000193305745359399,2001
"1569",9,23,2,6.98361971597816e-05,2001
"1570",10,23,2,0.000743972156969472,2001
"1571",11,23,2,0.000446406595355314,2001
"1572",12,23,2,0.00206892904556072,2001
"1573",13,23,2,2.42916302406999e-05,2001
"1574",14,23,2,0.000133108494591103,2001
"1575",15,23,2,0.00122126425367574,2001
"1576",16,23,2,5.99135417756119e-06,2001
"1577",17,23,2,1.80162719784269e-05,2001
"1578",18,23,2,2.21746258291395e-05,2001
"1579",19,23,2,0.000752594322194627,2001
"1580",20,23,2,0.000355979444387042,2001
"1581",21,23,2,0.000311247942883187,2001
"1582",22,23,2,9.85747283910569e-05,2001
"1583",23,23,2,0.821860844258362,2001
"1584",24,23,2,0.000174439110242532,2001
"1585",25,23,2,0.000397016961904423,2001
"1586",26,23,2,0.00192400166472638,2001
"1587",27,23,2,0.000288666121683237,2001
"1588",28,23,2,0.00111090463216454,2001
"1589",29,23,2,5.00780021633411e-05,2001
"1590",30,23,2,0.000136286833606418,2001
"1591",1,24,2,2.10932131121074e-05,2001
"1592",2,24,2,0.00170573899223385,2001
"1593",3,24,2,0.000128285339371364,2001
"1594",4,24,2,8.33075279497116e-05,2001
"1595",5,24,2,0.00455227740001953,2001
"1596",6,24,2,0.000690122693187971,2001
"1597",7,24,2,0.00160412212712007,2001
"1598",8,24,2,0.000455521347299853,2001
"1599",9,24,2,0.00730648815100986,2001
"1600",10,24,2,0.000774531947088982,2001
"1601",11,24,2,0.000692926803400905,2001
"1602",12,24,2,0.0128078030188701,2001
"1603",13,24,2,0.000164433315869187,2001
"1604",14,24,2,0.00157151959971393,2001
"1605",15,24,2,0.00147182541436396,2001
"1606",16,24,2,0.000410352383062616,2001
"1607",17,24,2,0.000671970963434955,2001
"1608",18,24,2,6.58363286191776e-05,2001
"1609",19,24,2,0.00235352928495615,2001
"1610",20,24,2,0.000885244716616967,2001
"1611",21,24,2,0.00652981270945422,2001
"1612",22,24,2,0.000770847658334967,2001
"1613",23,24,2,0.00539018451257,2001
"1614",24,24,2,0.782557665307661,2001
"1615",25,24,2,0.0155898153697411,2001
"1616",26,24,2,0.00213465043686847,2001
"1617",27,24,2,0.00142283347510933,2001
"1618",28,24,2,0.0043978972628313,2001
"1619",29,24,2,0.000170619128323808,2001
"1620",30,24,2,0.00481850869612599,2001
"1621",1,25,2,1.05412172868973e-05,2001
"1622",2,25,2,0.00258360497485301,2001
"1623",3,25,2,3.34572814848759e-06,2001
"1624",4,25,2,2.14816884299565e-05,2001
"1625",5,25,2,0.000504808864594552,2001
"1626",6,25,2,2.17667157778682e-06,2001
"1627",7,25,2,0.000888068759431393,2001
"1628",8,25,2,0.000111255590239585,2001
"1629",9,25,2,0.000213539865986923,2001
"1630",10,25,2,0.000228811828270607,2001
"1631",11,25,2,0.000122406783231496,2001
"1632",12,25,2,0.000265902400623912,2001
"1633",13,25,2,5.80047039204934e-06,2001
"1634",14,25,2,1.82500083449661e-05,2001
"1635",15,25,2,0.000365189358092936,2001
"1636",16,25,2,1.23681059438612e-05,2001
"1637",17,25,2,2.98878060541434e-06,2001
"1638",18,25,2,6.29099072716157e-06,2001
"1639",19,25,2,0.000272011514908712,2001
"1640",20,25,2,0.000104141034320963,2001
"1641",21,25,2,0.00136251390117136,2001
"1642",22,25,2,7.0410606037407e-05,2001
"1643",23,25,2,0.00124152054919306,2001
"1644",24,25,2,0.000725657240180173,2001
"1645",25,25,2,0.780296358625066,2001
"1646",26,25,2,0.00171488022126024,2001
"1647",27,25,2,0.000175237716700764,2001
"1648",28,25,2,8.11808998354701e-05,2001
"1649",29,25,2,1.70005624964316e-05,2001
"1650",30,25,2,0.000645291579261106,2001
"1651",1,26,2,4.30661247540455e-05,2001
"1652",2,26,2,0.00193552795725067,2001
"1653",3,26,2,1.12857374480357e-05,2001
"1654",4,26,2,2.90566670984996e-05,2001
"1655",5,26,2,0.000383685930650781,2001
"1656",6,26,2,1.81123039557078e-06,2001
"1657",7,26,2,0.000945449116126262,2001
"1658",8,26,2,8.37327650970876e-05,2001
"1659",9,26,2,0.000153296437581761,2001
"1660",10,26,2,0.000351265333433278,2001
"1661",11,26,2,0.000139079558633634,2001
"1662",12,26,2,0.000178775234647685,2001
"1663",13,26,2,1.00097393229636e-05,2001
"1664",14,26,2,3.35178528412813e-05,2001
"1665",15,26,2,0.000605511972120917,2001
"1666",16,26,2,3.48821556955088e-06,2001
"1667",17,26,2,9.37394381235889e-06,2001
"1668",18,26,2,1.23986816826193e-05,2001
"1669",19,26,2,0.000270386308562705,2001
"1670",20,26,2,0.000132809800190508,2001
"1671",21,26,2,0.000637415033016244,2001
"1672",22,26,2,7.07048922913208e-05,2001
"1673",23,26,2,0.000837988721124742,2001
"1674",24,26,2,0.000495994929155238,2001
"1675",25,26,2,0.00191983320413145,2001
"1676",26,26,2,0.734612999231715,2001
"1677",27,26,2,0.000211903312159388,2001
"1678",28,26,2,0.000131078915393675,2001
"1679",29,26,2,2.33637951644434e-05,2001
"1680",30,26,2,0.000830609337619059,2001
"1681",1,27,2,0.00208953658056714,2001
"1682",2,27,2,0.00335681670973486,2001
"1683",3,27,2,0.00146753241710495,2001
"1684",4,27,2,0.000990477635495242,2001
"1685",5,27,2,0.00411887194015077,2001
"1686",6,27,2,0.0032822044171352,2001
"1687",7,27,2,0.00389211455103554,2001
"1688",8,27,2,0.00292890367980887,2001
"1689",9,27,2,0.0225832805893617,2001
"1690",10,27,2,0.00315373158546217,2001
"1691",11,27,2,0.00608153020643247,2001
"1692",12,27,2,0.00410465058230076,2001
"1693",13,27,2,0.0027700863940401,2001
"1694",14,27,2,0.000926158424550101,2001
"1695",15,27,2,0.00219804871054068,2001
"1696",16,27,2,0.000446375122309985,2001
"1697",17,27,2,0.000692652647618992,2001
"1698",18,27,2,0.000622534726661873,2001
"1699",19,27,2,0.0106979968891448,2001
"1700",20,27,2,0.0446178931344474,2001
"1701",21,27,2,0.00568469475611552,2001
"1702",22,27,2,0.00230427663303549,2001
"1703",23,27,2,0.00208525696320048,2001
"1704",24,27,2,0.00451097733804891,2001
"1705",25,27,2,0.00228336274104163,2001
"1706",26,27,2,0.00308598127082091,2001
"1707",27,27,2,0.781383860739541,2001
"1708",28,27,2,0.000788328742045171,2001
"1709",29,27,2,0.000949181490007723,2001
"1710",30,27,2,0.00374281007951069,2001
"1711",1,28,2,0.000482383116454311,2001
"1712",2,28,2,0.0032995451756588,2001
"1713",3,28,2,0.000253603142226543,2001
"1714",4,28,2,0.000704523139618194,2001
"1715",5,28,2,0.00202561444745666,2001
"1716",6,28,2,0.0022272300895462,2001
"1717",7,28,2,0.00715906481688077,2001
"1718",8,28,2,0.00170710628211362,2001
"1719",9,28,2,0.00143044827059884,2001
"1720",10,28,2,0.00335513911992678,2001
"1721",11,28,2,0.00449141668185995,2001
"1722",12,28,2,0.00685512287337787,2001
"1723",13,28,2,0.000384281025782466,2001
"1724",14,28,2,0.000725860122092847,2001
"1725",15,28,2,0.00263479446739812,2001
"1726",16,28,2,0.00010545896775131,2001
"1727",17,28,2,0.000222519205886901,2001
"1728",18,28,2,0.000330107651984391,2001
"1729",19,28,2,0.00470966459060231,2001
"1730",20,28,2,0.00175240045008776,2001
"1731",21,28,2,0.00314270670478775,2001
"1732",22,28,2,0.00186632843665457,2001
"1733",23,28,2,0.00802032726985119,2001
"1734",24,28,2,0.00555599570704454,2001
"1735",25,28,2,0.00177730173023545,2001
"1736",26,28,2,0.00290941140885478,2001
"1737",27,28,2,0.00185847282381281,2001
"1738",28,28,2,0.876176277677723,2001
"1739",29,28,2,0.000907555345002791,2001
"1740",30,28,2,0.000613824406126677,2001
"1741",1,29,2,0.0257722626205246,2001
"1742",2,29,2,0.00949939448813125,2001
"1743",3,29,2,0.0166018920245061,2001
"1744",4,29,2,0.139550758998739,2001
"1745",5,29,2,0.0144266158897596,2001
"1746",6,29,2,0.00630368692160231,2001
"1747",7,29,2,0.0134134030309748,2001
"1748",8,29,2,0.0071336639813809,2001
"1749",9,29,2,0.0124719732082788,2001
"1750",10,29,2,0.0127074234851574,2001
"1751",11,29,2,0.0231248772903778,2001
"1752",12,29,2,0.0203253017486347,2001
"1753",13,29,2,0.0112898474338257,2001
"1754",14,29,2,0.0196070182940321,2001
"1755",15,29,2,0.00894853738668878,2001
"1756",16,29,2,0.00896551523314012,2001
"1757",17,29,2,0.0185316079778613,2001
"1758",18,29,2,0.0924049036406076,2001
"1759",19,29,2,0.0271424605105324,2001
"1760",20,29,2,0.012733736585471,2001
"1761",21,29,2,0.00542493387321472,2001
"1762",22,29,2,0.00673859752369194,2001
"1763",23,29,2,0.00656286260467473,2001
"1764",24,29,2,0.0144000772106324,2001
"1765",25,29,2,0.00344947643509324,2001
"1766",26,29,2,0.00547955596456751,2001
"1767",27,29,2,0.0156242648112836,2001
"1768",28,29,2,0.00732087009891053,2001
"1769",29,29,2,0.869174289843615,2001
"1770",30,29,2,0.0494126989417957,2001
"1771",1,30,2,0.0665275855161677,2001
"1772",2,30,2,0.045355287116169,2001
"1773",3,30,2,0.0334925133635859,2001
"1774",4,30,2,0.0357317762899253,2001
"1775",5,30,2,0.0444726018319397,2001
"1776",6,30,2,0.0331569968385235,2001
"1777",7,30,2,0.0518630362758947,2001
"1778",8,30,2,0.0353440011936047,2001
"1779",9,30,2,0.0301677138188687,2001
"1780",10,30,2,0.0458888150063547,2001
"1781",11,30,2,0.070899304433979,2001
"1782",12,30,2,0.0362887353585337,2001
"1783",13,30,2,0.0688926721665486,2001
"1784",14,30,2,0.0467717293310807,2001
"1785",15,30,2,0.0324339235391172,2001
"1786",16,30,2,0.0269595356860992,2001
"1787",17,30,2,0.0346891128106143,2001
"1788",18,30,2,0.0188270633597961,2001
"1789",19,30,2,0.0970735633129611,2001
"1790",20,30,2,0.0578938426398994,2001
"1791",21,30,2,0.0398953339267209,2001
"1792",22,30,2,0.0244254256338067,2001
"1793",23,30,2,0.0369320718857495,2001
"1794",24,30,2,0.0570202041477156,2001
"1795",25,30,2,0.0608834349729983,2001
"1796",26,30,2,0.0469458506368092,2001
"1797",27,30,2,0.0580970331989068,2001
"1798",28,30,2,0.0357882668085691,2001
"1799",29,30,2,0.0445239342162957,2001
"1800",30,30,2,0.789173031145786,2001
"1801",1,1,3,0.819315534623596,2002
"1802",2,1,3,0.000216179478797729,2002
"1803",3,1,3,0.000297379249117624,2002
"1804",4,1,3,0.00141529385929585,2002
"1805",5,1,3,0.000701718237778076,2002
"1806",6,1,3,0.00135038238042409,2002
"1807",7,1,3,0.000337959748918892,2002
"1808",8,1,3,0.000267017760407617,2002
"1809",9,1,3,0.000516053654837526,2002
"1810",10,1,3,0.000370824527592318,2002
"1811",11,1,3,0.0014429787507866,2002
"1812",12,1,3,0.000305009355925661,2002
"1813",13,1,3,0.00673348459884724,2002
"1814",14,1,3,0.00150370430911334,2002
"1815",15,1,3,0.000712545250272581,2002
"1816",16,1,3,0.00222932538293171,2002
"1817",17,1,3,0.00307856642749076,2002
"1818",18,1,3,0.00033256464512906,2002
"1819",19,1,3,0.000738945094110182,2002
"1820",20,1,3,0.000488246521369481,2002
"1821",21,1,3,8.92026129639871e-05,2002
"1822",22,1,3,0.000218036322262247,2002
"1823",23,1,3,0.000133750084349853,2002
"1824",24,1,3,0.00110736677863824,2002
"1825",25,1,3,0.000414314419929902,2002
"1826",26,1,3,0.000190421237019653,2002
"1827",27,1,3,0.000481784853605216,2002
"1828",28,1,3,0.000328820277539757,2002
"1829",29,1,3,0.000578113660715332,2002
"1830",30,1,3,0.00382603082965971,2002
"1831",1,2,3,0.00088986659844481,2002
"1832",2,2,3,0.744969769442736,2002
"1833",3,2,3,0.000470396255943222,2002
"1834",4,2,3,0.000814265199914458,2002
"1835",5,2,3,0.0132424933985382,2002
"1836",6,2,3,0.00141991555283145,2002
"1837",7,2,3,0.00974481304857666,2002
"1838",8,2,3,0.00182871447075108,2002
"1839",9,2,3,0.00224315673066849,2002
"1840",10,2,3,0.00241163217501218,2002
"1841",11,2,3,0.00245074166943083,2002
"1842",12,2,3,0.00270680493785217,2002
"1843",13,2,3,0.000489490135065314,2002
"1844",14,2,3,0.000760946750326182,2002
"1845",15,2,3,0.00507895498220768,2002
"1846",16,2,3,0.000341863912753382,2002
"1847",17,2,3,0.000381541300575683,2002
"1848",18,2,3,0.000324992386663876,2002
"1849",19,2,3,0.00372304719642021,2002
"1850",20,2,3,0.00216583479523302,2002
"1851",21,2,3,0.00565757128589921,2002
"1852",22,2,3,0.00158946477117653,2002
"1853",23,2,3,0.00805330015657942,2002
"1854",24,2,3,0.00374822519983146,2002
"1855",25,2,3,0.0202226287656645,2002
"1856",26,2,3,0.030409037298268,2002
"1857",27,2,3,0.00252938219466823,2002
"1858",28,2,3,0.00181600967575187,2002
"1859",29,2,3,0.000428562341137003,2002
"1860",30,2,3,0.00382796561110266,2002
"1861",1,3,3,0.000752736056497276,2002
"1862",2,3,3,0.000353263272977988,2002
"1863",3,3,3,0.917400577994579,2002
"1864",4,3,3,0.00171609109988302,2002
"1865",5,3,3,0.00211782283656871,2002
"1866",6,3,3,0.000736009053779059,2002
"1867",7,3,3,0.00134158474648182,2002
"1868",8,3,3,0.00124316549006969,2002
"1869",9,3,3,0.000681405805945196,2002
"1870",10,3,3,0.00132040740812914,2002
"1871",11,3,3,0.00193373237444299,2002
"1872",12,3,3,0.00104694213141146,2002
"1873",13,3,3,0.0013554768100383,2002
"1874",14,3,3,0.00294740508840774,2002
"1875",15,3,3,0.00122970958979754,2002
"1876",16,3,3,0.000577560088634289,2002
"1877",17,3,3,0.00101958480167107,2002
"1878",18,3,3,0.00484880642143344,2002
"1879",19,3,3,0.0052931586805433,2002
"1880",20,3,3,0.00188489444294825,2002
"1881",21,3,3,0.0010263798180504,2002
"1882",22,3,3,0.00366364529548235,2002
"1883",23,3,3,0.000760379019556257,2002
"1884",24,3,3,0.00166155995163124,2002
"1885",25,3,3,0.000215530940606715,2002
"1886",26,3,3,0.00185640910857207,2002
"1887",27,3,3,0.000834054952587843,2002
"1888",28,3,3,0.000550355615129232,2002
"1889",29,3,3,0.00239932108733272,2002
"1890",30,3,3,0.00261606276401196,2002
"1891",1,4,3,0.00416233769045637,2002
"1892",2,4,3,0.00138702897785066,2002
"1893",3,4,3,0.00077106186587374,2002
"1894",4,4,3,0.76597177731441,2002
"1895",5,4,3,0.00256258356142583,2002
"1896",6,4,3,0.00638934840787281,2002
"1897",7,4,3,0.00142300620958858,2002
"1898",8,4,3,0.00132154728007775,2002
"1899",9,4,3,0.00124206599309685,2002
"1900",10,4,3,0.00130833195220353,2002
"1901",11,4,3,0.00466000831812033,2002
"1902",12,4,3,0.000979116583842388,2002
"1903",13,4,3,0.00181486363825415,2002
"1904",14,4,3,0.00121193771079582,2002
"1905",15,4,3,0.00102791599377773,2002
"1906",16,4,3,0.00445617948610333,2002
"1907",17,4,3,0.0021422137342873,2002
"1908",18,4,3,0.00406422592615593,2002
"1909",19,4,3,0.00346340248508135,2002
"1910",20,4,3,0.00368695913602208,2002
"1911",21,4,3,0.000676829063988377,2002
"1912",22,4,3,0.000957692936622609,2002
"1913",23,4,3,0.000607903569473578,2002
"1914",24,4,3,0.00263593770384701,2002
"1915",25,4,3,0.000525494485551798,2002
"1916",26,4,3,0.000547152610395575,2002
"1917",27,4,3,0.00161359947320984,2002
"1918",28,4,3,0.000779206455996459,2002
"1919",29,4,3,0.0249236105086015,2002
"1920",30,4,3,0.00372285756133195,2002
"1921",1,5,3,0.00161485718276557,2002
"1922",2,5,3,0.00815653872959093,2002
"1923",3,5,3,0.00103019816114312,2002
"1924",4,5,3,0.00106724020658546,2002
"1925",5,5,3,0.720026864110527,2002
"1926",6,5,3,0.00036671064496565,2002
"1927",7,5,3,0.0070644538771755,2002
"1928",8,5,3,0.00327789309988969,2002
"1929",9,5,3,0.00204933559515856,2002
"1930",10,5,3,0.00442257541200902,2002
"1931",11,5,3,0.00337112372444935,2002
"1932",12,5,3,0.00339473568356397,2002
"1933",13,5,3,0.000858889689162485,2002
"1934",14,5,3,0.00125921638913839,2002
"1935",15,5,3,0.00361747834763915,2002
"1936",16,5,3,0.000537523590706233,2002
"1937",17,5,3,0.00078994186804792,2002
"1938",18,5,3,0.000707706449341604,2002
"1939",19,5,3,0.00476667843199573,2002
"1940",20,5,3,0.0022534217646483,2002
"1941",21,5,3,0.00207784025280854,2002
"1942",22,5,3,0.00259914638636564,2002
"1943",23,5,3,0.00182199450460125,2002
"1944",24,5,3,0.0015641260668567,2002
"1945",25,5,3,0.0029967065809209,2002
"1946",26,5,3,0.00420648281259102,2002
"1947",27,5,3,0.00283928145808833,2002
"1948",28,5,3,0.00322865788074066,2002
"1949",29,5,3,0.000790473661065005,2002
"1950",30,5,3,0.00641392739694969,2002
"1951",1,6,3,0.0167741811889175,2002
"1952",2,6,3,0.00249267417711495,2002
"1953",3,6,3,0.00224466544939861,2002
"1954",4,6,3,0.0098037775877681,2002
"1955",5,6,3,0.00299322407285107,2002
"1956",6,6,3,0.904999835136181,2002
"1957",7,6,3,0.00571246382556996,2002
"1958",8,6,3,0.00336643338661187,2002
"1959",9,6,3,0.0034697660854688,2002
"1960",10,6,3,0.00501719870580265,2002
"1961",11,6,3,0.00914921389455282,2002
"1962",12,6,3,0.00468298675896319,2002
"1963",13,6,3,0.0134050818763509,2002
"1964",14,6,3,0.00369041679550816,2002
"1965",15,6,3,0.0027382975245918,2002
"1966",16,6,3,0.0121919670362142,2002
"1967",17,6,3,0.0126688309249333,2002
"1968",18,6,3,0.00387085926705013,2002
"1969",19,6,3,0.00815132129197224,2002
"1970",20,6,3,0.00607841724719461,2002
"1971",21,6,3,0.00669294053877905,2002
"1972",22,6,3,0.00104859697151462,2002
"1973",23,6,3,0.00304613468794824,2002
"1974",24,6,3,0.0115170319414943,2002
"1975",25,6,3,0.0024590455114442,2002
"1976",26,6,3,0.00232493245651435,2002
"1977",27,6,3,0.00345719974633704,2002
"1978",28,6,3,0.00288818736692897,2002
"1979",29,6,3,0.00875394405061082,2002
"1980",30,6,3,0.0192762861836092,2002
"1981",1,7,3,0.01003419839318,2002
"1982",2,7,3,0.107134642733669,2002
"1983",3,7,3,0.00872118104539536,2002
"1984",4,7,3,0.00622003608299923,2002
"1985",5,7,3,0.0794993034987079,2002
"1986",6,7,3,0.00396196391535687,2002
"1987",7,7,3,0.807774099642704,2002
"1988",8,7,3,0.0261381085322655,2002
"1989",9,7,3,0.0270734071790954,2002
"1990",10,7,3,0.0339072562865212,2002
"1991",11,7,3,0.0284390956443981,2002
"1992",12,7,3,0.0248059418048902,2002
"1993",13,7,3,0.00764607475302737,2002
"1994",14,7,3,0.00820404336870812,2002
"1995",15,7,3,0.0225953313717302,2002
"1996",16,7,3,0.00186952054846169,2002
"1997",17,7,3,0.00465629348889342,2002
"1998",18,7,3,0.00979829574320444,2002
"1999",19,7,3,0.0671122624768514,2002
"2000",20,7,3,0.0230907331774572,2002
"2001",21,7,3,0.0561532677443675,2002
"2002",22,7,3,0.0265636990776838,2002
"2003",23,7,3,0.0318951293215323,2002
"2004",24,7,3,0.0285583612615846,2002
"2005",25,7,3,0.0544952405654676,2002
"2006",26,7,3,0.049294524997548,2002
"2007",27,7,3,0.0334422177861583,2002
"2008",28,7,3,0.0230482877046582,2002
"2009",29,7,3,0.005691293430753,2002
"2010",30,7,3,0.0191950544254911,2002
"2011",1,8,3,0.00120789214416006,2002
"2012",2,8,3,0.0043903916241104,2002
"2013",3,8,3,0.00147809674163009,2002
"2014",4,8,3,0.000973467535001618,2002
"2015",5,8,3,0.00699171193998425,2002
"2016",6,8,3,0.000160694897520371,2002
"2017",7,8,3,0.00600248065507693,2002
"2018",8,8,3,0.834182142117352,2002
"2019",9,8,3,0.00304558176151439,2002
"2020",10,8,3,0.0149247885483301,2002
"2021",11,8,3,0.00866656417012559,2002
"2022",12,8,3,0.00814552008591908,2002
"2023",13,8,3,0.000713942938951275,2002
"2024",14,8,3,0.00102202909792689,2002
"2025",15,8,3,0.00759499792199288,2002
"2026",16,8,3,0.000304599807197041,2002
"2027",17,8,3,0.000558850100094047,2002
"2028",18,8,3,0.00443438637771853,2002
"2029",19,8,3,0.00967583759549781,2002
"2030",20,8,3,0.00394336207225063,2002
"2031",21,8,3,0.00514980568517574,2002
"2032",22,8,3,0.0541559431674609,2002
"2033",23,8,3,0.00330724580464519,2002
"2034",24,8,3,0.00191703596593365,2002
"2035",25,8,3,0.00620783467555143,2002
"2036",26,8,3,0.00727696866489922,2002
"2037",27,8,3,0.00470966546116604,2002
"2038",28,8,3,0.00372574054071678,2002
"2039",29,8,3,0.000664460613892822,2002
"2040",30,8,3,0.00700266589294885,2002
"2041",1,9,3,0.00121220077269996,2002
"2042",2,9,3,0.00225009508897823,2002
"2043",3,9,3,0.000855681954421854,2002
"2044",4,9,3,0.000571965253566832,2002
"2045",5,9,3,0.00303335891536685,2002
"2046",6,9,3,0.000710609592678095,2002
"2047",7,9,3,0.00263184024616203,2002
"2048",8,9,3,0.00191438710870705,2002
"2049",9,9,3,0.835089726288255,2002
"2050",10,9,3,0.00231569144907411,2002
"2051",11,9,3,0.00406198172760049,2002
"2052",12,9,3,0.00322456418478992,2002
"2053",13,9,3,0.000429249209710912,2002
"2054",14,9,3,0.000680120118167896,2002
"2055",15,9,3,0.00112864788189218,2002
"2056",16,9,3,0.000368190446964695,2002
"2057",17,9,3,0.000440994085820079,2002
"2058",18,9,3,0.000289255546984186,2002
"2059",19,9,3,0.00511815322206614,2002
"2060",20,9,3,0.00779253021730402,2002
"2061",21,9,3,0.00291193320915723,2002
"2062",22,9,3,0.00158973825945727,2002
"2063",23,9,3,0.000683069367274229,2002
"2064",24,9,3,0.00979856924254795,2002
"2065",25,9,3,0.00228199986028993,2002
"2066",26,9,3,0.00103905694768728,2002
"2067",27,9,3,0.0115980217848285,2002
"2068",28,9,3,0.00133117823413571,2002
"2069",29,9,3,0.000535922647021982,2002
"2070",30,9,3,0.00227250907559848,2002
"2071",1,10,3,0.00398888817601833,2002
"2072",2,10,3,0.0107060163625019,2002
"2073",3,10,3,0.00401122201099556,2002
"2074",4,10,3,0.00388924920771481,2002
"2075",5,10,3,0.0269593578938691,2002
"2076",6,10,3,0.00975686180243404,2002
"2077",7,10,3,0.0152729585981437,2002
"2078",8,10,3,0.0304641836411165,2002
"2079",9,10,3,0.00855108664579594,2002
"2080",10,10,3,0.807389443404523,2002
"2081",11,10,3,0.0189322466886527,2002
"2082",12,10,3,0.0132671441375179,2002
"2083",13,10,3,0.00213186926115723,2002
"2084",14,10,3,0.00348357805851826,2002
"2085",15,10,3,0.0155689719773821,2002
"2086",16,10,3,0.00161969016347987,2002
"2087",17,10,3,0.00221246274464085,2002
"2088",18,10,3,0.00300459662066581,2002
"2089",19,10,3,0.021187019639607,2002
"2090",20,10,3,0.00770245826490194,2002
"2091",21,10,3,0.0142893794530726,2002
"2092",22,10,3,0.0203580024193299,2002
"2093",23,10,3,0.012039607323423,2002
"2094",24,10,3,0.00773020226149068,2002
"2095",25,10,3,0.0102807025426441,2002
"2096",26,10,3,0.0251126054235541,2002
"2097",27,10,3,0.0114889196171337,2002
"2098",28,10,3,0.0101327678294048,2002
"2099",29,10,3,0.00252331092781876,2002
"2100",30,10,3,0.0161470198876968,2002
"2101",1,11,3,0.007974928562682,2002
"2102",2,11,3,0.00819664249639852,2002
"2103",3,11,3,0.00216199515939459,2002
"2104",4,11,3,0.00710687939180748,2002
"2105",5,11,3,0.0161911002160743,2002
"2106",6,11,3,0.0008603014243791,2002
"2107",7,11,3,0.0111575922912731,2002
"2108",8,11,3,0.0131507793303861,2002
"2109",9,11,3,0.0129418306820868,2002
"2110",10,11,3,0.0153273278231723,2002
"2111",11,11,3,0.758826751938344,2002
"2112",12,11,3,0.0118482645602403,2002
"2113",13,11,3,0.00216225894730301,2002
"2114",14,11,3,0.00532576819020391,2002
"2115",15,11,3,0.00880133630745573,2002
"2116",16,11,3,0.00136943385780181,2002
"2117",17,11,3,0.00222693161703789,2002
"2118",18,11,3,0.00219230153971678,2002
"2119",19,11,3,0.0242494430783157,2002
"2120",20,11,3,0.0183850082568505,2002
"2121",21,11,3,0.00896693998293131,2002
"2122",22,11,3,0.0103837012716201,2002
"2123",23,11,3,0.00714987345073695,2002
"2124",24,11,3,0.00849072761510226,2002
"2125",25,11,3,0.00572059520890678,2002
"2126",26,11,3,0.00705450664883352,2002
"2127",27,11,3,0.0175508101757462,2002
"2128",28,11,3,0.0064322692456681,2002
"2129",29,11,3,0.00365575199617919,2002
"2130",30,11,3,0.0245933661255293,2002
"2131",1,12,3,4.64543261425411e-05,2002
"2132",2,12,3,0.000330973735859522,2002
"2133",3,12,3,2.15150677697077e-05,2002
"2134",4,12,3,4.42674130278209e-05,2002
"2135",5,12,3,0.000472029837430604,2002
"2136",6,12,3,6.35458536730213e-06,2002
"2137",7,12,3,0.000444694011498167,2002
"2138",8,12,3,0.00019216842128276,2002
"2139",9,12,3,0.00023728700356741,2002
"2140",10,12,3,0.000175722604340673,2002
"2141",11,12,3,0.000407296445061908,2002
"2142",12,12,3,0.780337415224166,2002
"2143",13,12,3,2.87435789280066e-05,2002
"2144",14,12,3,2.49589542020532e-05,2002
"2145",15,12,3,0.000277316797913206,2002
"2146",16,12,3,1.92542967376112e-05,2002
"2147",17,12,3,3.53506285705349e-05,2002
"2148",18,12,3,1.16395555144429e-05,2002
"2149",19,12,3,0.000409384969815759,2002
"2150",20,12,3,0.000215909868416653,2002
"2151",21,12,3,0.000251226074275715,2002
"2152",22,12,3,0.000153231820905694,2002
"2153",23,12,3,0.0013181349834208,2002
"2154",24,12,3,0.000609406082033629,2002
"2155",25,12,3,0.000254416635394483,2002
"2156",26,12,3,0.000777995445708559,2002
"2157",27,12,3,0.000336950552601063,2002
"2158",28,12,3,0.000531713825480555,2002
"2159",29,12,3,4.02678151949293e-05,2002
"2160",30,12,3,0.00201807328534237,2002
"2161",1,13,3,0.00503222509322653,2002
"2162",2,13,3,0.000411074071754707,2002
"2163",3,13,3,0.000460715818383512,2002
"2164",4,13,3,0.00114840267397745,2002
"2165",5,13,3,0.000370060860037221,2002
"2166",6,13,3,0.00117900673250231,2002
"2167",7,13,3,0.00127528215705339,2002
"2168",8,13,3,0.000994855015178103,2002
"2169",9,13,3,0.000452215705055731,2002
"2170",10,13,3,0.00100996296875492,2002
"2171",11,13,3,0.00227182379944663,2002
"2172",12,13,3,0.000796373342983393,2002
"2173",13,13,3,0.847338050117529,2002
"2174",14,13,3,0.00175117427893704,2002
"2175",15,13,3,0.000684824390783139,2002
"2176",16,13,3,0.00285349549045184,2002
"2177",17,13,3,0.00500645970212644,2002
"2178",18,13,3,0.000968468329648667,2002
"2179",19,13,3,0.00350613830376054,2002
"2180",20,13,3,0.000617092260664732,2002
"2181",21,13,3,0.000897305504726234,2002
"2182",22,13,3,0.000264731758681024,2002
"2183",23,13,3,0.000118121267858034,2002
"2184",24,13,3,0.000641690716074704,2002
