dgp199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.938523277,4.975995539,4.972753418,5.020955194,5.085105582,5.107659156,4.987202887,4.805847245,4.520222133,4.535444903,4.508901547,4.605170186,4.657658266,4.719739173,4.780911809,4.808339575,4.824699213,4.799601457,4.477336814,4.502029427,4.529368473,4.664382046,4.743191484,4.741447804,4.637637376,4.489759334,4.188138442,4.275276265,4.290459441,4.391976966,4.506454213,4.580877493,4.615120517,4.658710953,4.723841716,4.754451889,6.354370041,6.324358962,6.289715571,6.317164687,6.333279628,6.327936784,6.249975242,6.12249281,5.891644212,5.834810737,5.823045895,5.831882477,5.872117789,5.916202063,5.942799375,5.96870756,5.986452005,6.00635316,0.811929717,0.906846273,1.087298529,1.359886215,1.250259838,1.011328147,1.135265606,1.879884809,2.054572351,2.186781347,2.302485088,2.345572741,2.540991571,2.489168389,2.408812733,2.702065663,2.830164584,2.91939104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
